destacado,ccaa,provincia,municipio,mostrar,id,nombre,codigo_ine,titularidad,derribo,doble_titu,fin,uso,descripcion,direccion,latitud,longitud,coor_google,foto_1,fuente_1,foto_2,fuente_2,foto_3,fuente_3,participante,anadido
,Galicia,Lugo,Lugo,true,2702801,O Garañón,27028,Privada,Derribado,false,Residencial,Sin uso,"Conocido como O Garañón, tiene orden de demolición desde diciembre de 2022. La empresa viguesa Xestión Ambiental de Contratas será encargada de demolerlo, después de que se haya dado vía libre para ello, según <a href=""https://www.europapress.es/galicia/noticia-juzgado-da-via-libre-derribo-garanon-lugo-pocas-horas-despues-ordenar-paralizacion-20230425185033.html"" target=""_blank"">informaba <i>Europa Press</i></a> a finales de abril de 2023. tiene desde entonces un mes de plazo para presentar el proyecto de demolición y cuatro para echar abajo el edificio, si no hay alegaciones. Según informa Entre medias, el Banco Santander pidió la suspensión del derribo, pero el juzgado encargado del caso lo desestimó. Algunas fuentes apuntan a que ""el derribo estaba previsto para finales de mayo"", pero por el momento se mantiene en pie.","Plaza de Avilés s/n, 27002",43.004440,-7.561869,"https://www.google.com/maps/@43.0043167,-7.5613337,3a,75y,98.33h,93.55t/data=!3m6!1e1!3m4!1s-gSWtFQ1-r7kd2gqCgNNSA!2e0!7i13312!8i6656?hl=es",https://rtve.es/contenidos/fotos/datos/2023/hormigon/lugo_1.jpg,Eliseo Trigo (EFE),https://rtve.es/contenidos/fotos/datos/2023/hormigon/lugo_12.jpg,Eliseo Trigo (EFE),,,Alejandro López,Previo al lanzamiento del proyecto
,Andalucía,Jaén,Jaén,true,2305001,Parque acuático en Jaén,23050,Privada,,false,Comercial/ocio,Sin uso,"El proyecto se anunció en 2007 y ha pasado por varios nombres: Playa del Lagarto, Xtreme Park... Según detallan en <a href=""https://lacontradejaen.com/parque-acuatico-jaen/"" target=""_blank""><i>Lacontradejaen</i></a>, se destinaron casi nueve millones de euros (con cargo al Plan E de José Luis Rodríguez Zapatero) para construir un parque acuático y un centro comercial anexo. Tal y como explicaron en el programa de TVE <a href=""https://www.rtve.es/play/videos/repor/repor-restos-del-naufragio/4954310/"" target=""_blank""><i>Repor</i></a>, la situación actual es de expolio, destrozo y okupación; las imágenes más recientes son las de Google Maps, de agosto de 2022. Por el momento no hay más información por parte del Ayuntamiento de Jaén.",23006,37.7890132,-3.8299861,"https://www.google.com/maps/@37.7890132,-3.8299861,3a,75y,23.42h,80.17t/data=!3m7!1e1!3m5!1sZTeKGcA-WFqUpQDWZPBcpg!2e0!5s20220801T000000!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/jaen_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/jaen_12.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/jaen_13.jpg,,Repor (TVE),Previo al lanzamiento del proyecto
,Andalucía,Jaén,Jaén,true,2305001,Parque acuático en Jaén,23050,Privada,,false,Deportivo,Sin uso,"El proyecto se anunció en 2007 y ha pasado por varios nombres: Playa del Lagarto, Xtreme Park... Según detallan en <a href=""https://lacontradejaen.com/parque-acuatico-jaen/"" target=""_blank""><i>Lacontradejaen</i></a>, se destinaron casi nueve millones de euros (con cargo al Plan E de José Luis Rodríguez Zapatero) para construir un parque acuático y un centro comercial anexo. Tal y como explicaron en el programa de TVE <a href=""https://www.rtve.es/play/videos/repor/repor-restos-del-naufragio/4954310/"" target=""_blank""><i>Repor</i></a>, la situación actual es de expolio, destrozo y okupación; las imágenes más recientes son las de Google Maps, de agosto de 2022. Por el momento no hay más información por parte del Ayuntamiento de Jaén.",23006,37.7890132,-3.8299861,"https://www.google.com/maps/@37.7890132,-3.8299861,3a,75y,23.42h,80.17t/data=!3m7!1e1!3m5!1sZTeKGcA-WFqUpQDWZPBcpg!2e0!5s20220801T000000!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/jaen_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/jaen_12.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/jaen_13.jpg,,Repor (TVE),Previo al lanzamiento del proyecto
,Extremadura,Badajoz,Badajoz,true,0601501,Piscina municipal,06015,Pública,,false,Otros,Sin uso,"La construcción de una piscina municipal climatizada de Badajoz lleva tiempo parada. Gente de la zona cuenta que no se ve ninguna máquina trabajando, pese a que debía estar lista para febrero de 2023, según recogía <a href=""https://badajozdeportes.com/2022/02/18/avanzan-las-obras-de-la-piscina-olimpica-una-instalacion-acuatica-de-primer-orden/"" target=""_blank""><i>Badajoz Deportes</i></a> en 2022. Fuentes del PSOE de Badajoz afirman que el proyecto solo está acabado en un 30% y que todo se debe a una mala licitación. Desde el Ayuntamiento reconocen que la Unión de Empresas Temporales (UTE) responsable del proyecto ha pedido la rescisión del contrato, ya que una de ellas atraviesa dificultades económicas, pero que estarían intentando que la otra continúe en solitario con la obra, tal y como informa <a href=""https://lacronicadebadajoz.elperiodicoextremadura.com/la-cronica-de-badajoz/2022/12/21/ute-piscina-margen-derecha-badajoz-80265753.html"" target=""_blank""><i>La Crónica de Badajoz</i></a>. De no salir adelante, tanto la Junta como el consistorio tendrían que devolver el dinero invertido.","Avenida Adolfo Díaz Ambrona 7, 06006",38.8848511,-6.9820393,"https://www.google.com/maps/@38.8848511,-6.9820393,3a,90y,167.93h,72.17t/data=!3m6!1e1!3m4!1s2oqgyIvhZSTDbdjE7lWKUQ!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/badajoz_1.jpg,Juan Manuel Campos,https://rtve.es/contenidos/fotos/datos/2023/hormigon/badajoz_12.jpg,Juan Manuel Campos,,,Carmen Campos,Previo al lanzamiento del proyecto
,La Rioja,La Rioja,Sojuela,true,2614301,Polideportivo de Sojuela,26143,Pública,,false,Deportivo,Sin uso,"En 2011, desde el <a href=""https://www.rtve.es/play/videos/informativo-telerioja/informativo-telerioja-10-10-11/1219823/"" target=""_blank""><i>Informativo Telerioja de TVE</i></a> informaban de que la construcción del polideportivo de Sojuela llevaba parada tres años. El coste de las obras alcanzaba ya los cuatro millones de euros, y se comentaba que haría falta un millón y medio más para finalizar el proyecto, que iba a contar con y piscina cubierta. Las imágenes de Google Maps, no van más allá de agosto de 2012, pero en 2017 <a href=""https://www.larioja.com/comarcas/201704/20/millones-reducidos-escombros-20170420095611.html"" target=""_blank""><i>LA RIOJA</i></a> confirmaba que el espacio seguía sin usarse.","LR-341, 26376",42.3660705,-2.5372896,"https://www.google.com/maps/@42.3660705,-2.5372896,3a,75y,21.12h,89.89t/data=!3m7!1e1!3m5!1sbmgVz7kl65ws17BrdOkfgQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DbmgVz7kl65ws17BrdOkfgQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D7.6895623%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto1.png,,,,,,DatosRTVE,Previo al lanzamiento del proyecto
,Castilla y León,Burgos,Cardeñadijo,true,0907301,Polideportivo en Cardeñadijo,09073,Pública,,false,Deportivo,Sin uso,"El polideportivo, junto con la casa consistorial y el centro de salud, fueron proyectados en 2003 por la UTE MD Proycon y la Promotora Santa Catalina en suelo cedido por el municipio. No obstante, el Ayuntamiento de Cardeñadijo nunca los recepcionó y no se llegaron a usar; varios cargos del consistorio fueron acusados de prevaricación y falsificación documental, aunque fueron absueltos. Finalmente, en marzo de 2023, han pasado a ser edificios públicos y serán reparados para darles un nuevo uso (<a href=""https://www.infoconcurso.com/2023/1666882-obras-de-reparacion-del-fronton-polideportivo-de-cardenadijo-1-a-fase"" target=""_blank"">en este enlace figuran los datos de licitación</a>), según explican desde <a href=""https://www.diariodeburgos.es/amp/noticia/z5a710fd9-d96d-9d96-31a034df4813f22f/202303/cardenadijo-reparara-tres-edificios-abandonados"" target=""_blank""><i>Diario de Burgos</i></a>. Las imágenes más recientes disponibles en Google Maps son de octubre de 2013.","Calle el Carmen, 09194",42.2987532,-3.6664554,"https://www.google.com/maps/@42.2987532,-3.6664554,3a,75y,247.23h,90t/data=!3m6!1e1!3m4!1sSACdt4z4YHWpH6rew_MuKg!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto2.png,,,,,,A. B. P. V.,Previo al lanzamiento del proyecto
,Castilla y León,Segovia,Villacastín,true,4022501,Polígono industrial Valdeherrera de Villacastín,40225,Pública,,true,Otros,Uso parcial,"Localizado gracias a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios y a José Pérez Cepa. Fue inaugurado en 2018 e impulsado por parte de la Junta de Castilla y León, según <a href=""https://www.eladelantado.com/provincia-de-segovia/villacastin-inaugura-poligono-valdeherrera/"" target=""_blank"">El Adelantado de Segovia</a> pero, en 2020, el 88% del espacio seguía vacío, como recogía <a href=""https://www.eldiasegovia.es/Noticia/z81434e23-fa68-bbbc-009ff7273afa8b9c/202010/El-88-del-Poligono-de-Villacastin-sigue-vacio-tras-dos-anos"" target=""_blank""><i>El Día de Segovia</i></a>. Las imágenes de Google Maps muestran su estado hasta abril de 2022 y una vecina de la zona confirma que hay mucho terreno vacío, sin construir.","Nacional N-VI, Polígono industrial Villacastín, 40150",40.7826822,-4.4214698,"https://www.google.com/maps/@40.7826822,-4.4214698,3a,75y,255.45h,84.63t/data=!3m6!1e1!3m4!1sLivnVLXJ8lfo7V6J34Xblg!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/villacastin_1.jpg,Juani Hidalgo,https://rtve.es/contenidos/fotos/datos/2023/hormigon/villacastin_12.jpg,Juani Hidalgo,https://rtve.es/contenidos/fotos/datos/2023/hormigon/villacastin_13.jpg,Juani Hidalgo,Cadáveres inmobiliarios / Jorge Pérez Cepa,Previo al lanzamiento del proyecto
,Castilla y León,Segovia,Villacastín,false,4022501,Polígono industrial Valdeherrera de Villacastín,40225,Privada,,true,Otros,Uso parcial,"Localizado gracias a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios y a José Pérez Cepa. Fue inaugurado en 2018 e impulsado por parte de la Junta de Castilla y León, según <a href=""https://www.eladelantado.com/provincia-de-segovia/villacastin-inaugura-poligono-valdeherrera/"" target=""_blank"">El Adelantado de Segovia</a> pero, en 2020, el 88% del espacio seguía vacío, como recogía <a href=""https://www.eldiasegovia.es/Noticia/z81434e23-fa68-bbbc-009ff7273afa8b9c/202010/El-88-del-Poligono-de-Villacastin-sigue-vacio-tras-dos-anos"" target=""_blank""><i>El Día de Segovia</i></a>. Las imágenes de Google Maps muestran su estado hasta abril de 2022 y una vecina de la zona confirma que hay mucho terreno vacío, sin construir.","Nacional N-VI, Polígono industrial Villacastín, 40150",40.7826822,-4.4214698,"https://www.google.com/maps/@40.7826822,-4.4214698,3a,75y,255.45h,84.63t/data=!3m6!1e1!3m4!1sLivnVLXJ8lfo7V6J34Xblg!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/villacastin_1.jpg,Juani Hidalgo,https://rtve.es/contenidos/fotos/datos/2023/hormigon/villacastin_12.jpg,Juani Hidalgo,https://rtve.es/contenidos/fotos/datos/2023/hormigon/villacastin_13.jpg,Juani Hidalgo,Cadáveres inmobiliarios / Jorge Pérez Cepa,Previo al lanzamiento del proyecto
,Andalucía,Cádiz,Jerez de la Frontera,true,1102001,Promoción Jardines de Caulina,11020,Privada,,false,Residencial,Sin uso,"Según informaba <a href=""https://www.diariodejerez.es/jerez/Buscan-promotora-acabar-bloques-Rochdale-marquesa_0_1335467008.html"" target=""_blank""><i>Diario de Jerez</i></a> en 2019, la promoción Jardines de Caulina, de la promotora Rochdale, está ubicacada en el sector Mirabal de la ciudad. ""En él se han proyectado 1.931 viviendas, de las que 724 deben ser de protección oficial (VPO). La obra inacabada era la primera de las construcciones previstas en este sector"". El Ayuntamiento, en 2021, ordenó el derribo de construcciones abandonadas, según se recoge en <a href=""https://andaluciainformacion.es/sanlucar/966311/el-ayuntamiento-de-jerez-ordena-el-derribo-de-construcciones-abandonadas/"" target=""_blank""><i>Andalucía Información</i>. No obstante, las imágenes de Google Maps, de agosto de 2022, revelan que siguen aún ahí.","Calle Castillo de Medina 99, 11405",36.6938784,-6.0933561,"https://www.google.com/maps/@36.6938784,-6.0933561,3a,33.7y,61.82h,88.63t/data=!3m6!1e1!3m4!1shT-7acMQ5ZwbRMiR669GJg!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/jerez_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/jerez_12.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/jerez_13.jpg,,Irene Fedriani,Previo al lanzamiento del proyecto
,Ceuta,Ceuta,Ceuta,true,5100101,Puente de Arroyo Paneque,51001,Pública,,false,Infraestructuras,Sin uso,"Según explican en <a href=""https://elfarodeceuta.es/arroyo-paneque-obras-fantasma-paralizadas/"" target=""_blank""><i>El Faro de Ceuta</i></a>, las obras consisten en la creación de un puente atirantado para unir zonas que, ""si bien por su situación geográfica se encuentran muy cercanas, están mal comunicadas"". Desde el Centro Territorial de RTVE en Ceuta informan de que el proyectado fue adjuficado a la empresa pública Tragsa. Sin embargo, la guerra de Ucrania desencadenó en una subida considerable del acero y Tragsa afirmaba que no podía seguir la construcción con esos costes, de ahí que vaya a salir de nuevo a licitación. <a href=""https://www.ceutaldia.com/articulo/administracion/viaje-interminable-paseo-obras-pendientes/20200830193206222530.html"" target=""_blank""><i>Ceuta al Día</i></a> cifraba en 2020 en más de ocho millones de euros el presupuesto del puente. Las imágenes de Google Maps, de septiembre de 2022, revelan su paralización.","Calle Rafael Bodego, 51002",35.8887081,-5.3293305,"https://www.google.com/maps/@35.8887081,-5.3293305,3a,75y,130.42h,79.33t/data=!3m7!1e1!3m5!1sm850Gn3yqUSCpaXHmJ3X7g!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dm850Gn3yqUSCpaXHmJ3X7g%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D297.20645%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/ceuta_1.jpg,Centro Territorial RTVE Ceuta,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ceuta_12.jpg,Centro Territorial RTVE Ceuta,,,DatosRTVE,Previo al lanzamiento del proyecto
,Castilla-La Mancha,Toledo,Toledo,true,4516802,Quixote Crea,45168,Pública,,false,Otros,Sin uso,"Desde marzo de 2023, el edificio Quixote Crea pertenece a la Universidad de Castilla-La Mancha (UCLM) y servirá para ampliar los espacios del Campus de Toledo, según explicaba en <a href=""https://www.castillalamancha.es/actualidad/notasdeprensa/el-gobierno-regional-y-la-uclm-suscriben-el-protocolo-para-la-cesi%C3%B3n-del-edificio-%E2%80%98quixote-crea%E2%80%99-la"" target=""_blank"">nota de prensa</a> la Junta de la región. La construcción tiene su origen en el gobierno de José María Barreda, en 2010, con Emiliano García-Page como alcalde de la localidad y con un presupuesto de adjudicación inicial de 35 millones de euros, <a href=""https://www.europapress.es/cultura/noticia-castilla-mancha-barreda-page-colocan-primera-piedra-centro-regional-expresion-artistica-quixote-crea-20100906145146.html  target=""_blank"">según recogía <i>Europa Press</i></a> en aquel entonces. Se creó con la intención de albergar un espacio artístico, pero son muchas las opciones que se han barajado para él en los diez años que lleva parado: El Corte Inglés, cuartel de la Guardia Civil, recinto deportivo, etc.","Avenida General Villalba 2, 45003",39.8680227,-4.0261859,"https://www.google.es/maps/@39.8680227,-4.0261859,3a,75y,206h,102.36t/data=!3m6!1e1!3m4!1sLZmd2l_gyKSH-m3ZVuHxGQ!2e0!7i16384!8i8192?entry=ttu",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto1.png,,,,,,Abel,02/06/2023
,Castilla y León,Palencia,Brañosera,true,3403601,Refugio en El Golobar,34036,Pública,,false,Residencial turístico/hotelero,Sin uso,"Fuentes del Ayuntamiento de Brañosera relatan que en la década de los años 70 se presentó un proyecto ambicioso para albergar un parador nacional vinculado a la explotación de la nieve. Para ello era necesario construir una carretera de unos ocho kilómetros y el edificio en sí. Ambos se concluyeron (al parador solo le quedaba dotarlo con mobiliario), pero un cambio político motivó en su parón y, con él, la época de vandalismo, robos y destrozos. En la actualidad solo se conserva la estructura metálica, que ""recuerda a un águila a punto de emprender el vuelo"". Según <a href=""https://www.diariodevalderrueda.es/texto-diario/mostrar/4169979/licitacion-redaccion-proyecto-conversion-golobar-branosera-refugio-albergue-turistico"" target=""_blank""><i>Diario de Valderrueda</i></a>, en febrero de 2023, la Diputación de Palencia ha sacado a licitación el contrato para su rehabilitación como refugio y albergue turístico.","PP-2203, 34829",42.967756,-4.3363759,"https://www.google.com/maps/@42.967756,-4.3363759,3a,75y,199.5h,90.36t/data=!3m6!1e1!3m4!1suMgu7qqzU4JhunK0uKnKAQ!2e0!7i13312!8i6656!5m1!1e4",https://rtve.es/contenidos/fotos/datos/2023/hormigon/branosera_1.jpg,Ayuntamiento Brañosera,https://rtve.es/contenidos/fotos/datos/2023/hormigon/branosera_12.jpg,Ayuntamiento Brañosera,,,DatosRTVE,Previo al lanzamiento del proyecto
,Castilla y León,Salamanca,Alba de Tormes,true,3700801,Residencial Alba Marina,37008,Privada,,false,Residencial,Sin uso,"El Residencial Alba Marina prometía una urbanización con club náutico, pistas de pádel y piscina cubierta junto al río Tormes. El estado en el que se encuentra, según se recoge en <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y en las imágenes de Google Maps hasta mayo de 2011, es que existe una carretera que llevaría hasta el complejo, pero no se ha construido nada más. Incluso aparece el cartel promocional del proyecto. En 2015, el portal <a href=""https://salamancartvaldia.es/noticia/2015-12-31-alba-marina-un-desproposito-urbanistico-y-empresarial-de-lujo-197079"" target=""_blank""><i>SALAMANCArtv AL DÍA</i></a> escribía un artículo denunciado que lo que quedaba era ""un cementerio de tierra, asfalto y silencio"". Por el momento no se ha obtenido más información por parte del ayuntamiento.","Camino agrícola s/n, 37800",40.8528459,-5.4886666,"https://www.google.com/maps/@40.8528459,-5.4886666,3a,75y,268.59h,80.26t/data=!3m6!1e1!3m4!1ssF4KPc4uumi_98ssKwQNeQ!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto1.png,,,,,,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Castilla y León,Salamanca,Alba de Tormes,false,3700801,Residencial Alba Marina,37008,Privada,,false,Deportivo,Sin uso,"El Residencial Alba Marina prometía una urbanización con club náutico, pistas de pádel y piscina cubierta junto al río Tormes. El estado en el que se encuentra, según se recoge en <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y en las imágenes de Google Maps hasta mayo de 2011, es que existe una carretera que llevaría hasta el complejo, pero no se ha construido nada más. Incluso aparece el cartel promocional del proyecto. En 2015, el portal <a href=""https://salamancartvaldia.es/noticia/2015-12-31-alba-marina-un-desproposito-urbanistico-y-empresarial-de-lujo-197079"" target=""_blank""><i>SALAMANCArtv AL DÍA</i></a> escribía un artículo denunciado que lo que quedaba era ""un cementerio de tierra, asfalto y silencio"". Por el momento no se ha obtenido más información por parte del ayuntamiento.","Camino agrícola s/n, 37800",40.8528459,-5.4886666,"https://www.google.com/maps/@40.8528459,-5.4886666,3a,75y,268.59h,80.26t/data=!3m6!1e1!3m4!1ssF4KPc4uumi_98ssKwQNeQ!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto1.png,,,,,,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Galicia,Pontevedra,Lalín,true,3602401,Residencial del plan de A Viuda,36024,Privada,,false,Residencial,Sin uso,"Según informa <a href=""https://www.farodevigo.es/deza-tabeiros-montes/2022/11/12/venden-645-000-euros-edificio-78452592.html"" target=""_blank""><i>Faro de Vigo</i></a>, el inmueble ha sido adquirido recientemente y la inmobiliaria <a href=""https://www.portalnow.com/es/venta-piso/lalin-municipio"" target=""_blank"">portalnow.com los pone en venta</a>. La extinta empresa Eprovisa preveía la construcción de 300 viviendas en estos terrenos, pero con la crisis de 2008 las obras en este edificio pararon. Vecinos de la zona comentan que el inmueble lleva parado entre 10 y 15 años.","Calle Álvaro Cunqueiro 11, 36500",42.666941,-8.1064958,"https://www.google.com/maps/@42.666941,-8.1064958,3a,75y,39.73h,92.71t/data=!3m6!1e1!3m4!1snM3qhbCjDYT6NB6rN1ZfJw!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/lalin_1.jpg,Anónimo,https://rtve.es/contenidos/fotos/datos/2023/hormigon/lalin_12.jpg,Anónimo,https://rtve.es/contenidos/fotos/datos/2023/hormigon/lalin_13.jpg,Anónimo,DatosRTVE,Previo al lanzamiento del proyecto
,Castilla-La Mancha,Guadalajara,Horche,true,1914301,Residencial Puerta de Horche,19143,Privada,,false,Residencial,Uso parcial,"Según se recoge en <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, el Residencial Puerta de Horche pretendía añadir al municipio más de 3.000 nuevos habitantes. Las imágenes en Google Maps, que no van más allá de noviembre de 2009, muestran tan solo la construcción de un pequeño grupo de casas mientras el resto de la extensión aparece abandonada. En la <a href=""http://www.igesplan.com/index.php?option=com_content&view=article&id=159:horche-s18&catid=37:p-urbanismo&Itemid=113"" target=""_blank"">web de Igesplan</a> se muestra el plan del proyecto. Una vecina de la zona confirma que todo sigue como en 2007.","Calle Francisco Vives Camino 28, 19140",40.5747943,-3.0791998,"https://www.google.com/maps/@40.5747464,-3.0791052,3a,75y,36.81h,80.77t/data=!3m6!1e1!3m4!1sbLzQVPUpx8sO1BZ667Yy-A!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/horche_1.jpg,Nuria Pedrero,https://rtve.es/contenidos/fotos/datos/2023/hormigon/horche_12.jpg,Nuria Pedrero,,,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Castilla-La Mancha,Guadalajara,Horche,false,1914301,Residencial Puerta de Horche,19143,Privada,,false,Comercial/ocio,Uso parcial,"Según se recoge en <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, el Residencial Puerta de Horche pretendía añadir al municipio más de 3.000 nuevos habitantes. Las imágenes en Google Maps, que no van más allá de noviembre de 2009, muestran tan solo la construcción de un pequeño grupo de casas mientras el resto de la extensión aparece abandonada. En la <a href=""http://www.igesplan.com/index.php?option=com_content&view=article&id=159:horche-s18&catid=37:p-urbanismo&Itemid=113"" target=""_blank"">web de Igesplan</a> se muestra el plan del proyecto. Una vecina de la zona confirma que todo sigue como en 2007.","Calle Francisco Vives Camino 28, 19140",40.5747943,-3.0791998,"https://www.google.com/maps/@40.5747464,-3.0791052,3a,75y,36.81h,80.77t/data=!3m6!1e1!3m4!1sbLzQVPUpx8sO1BZ667Yy-A!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/horche_1.jpg,Nuria Pedrero,https://rtve.es/contenidos/fotos/datos/2023/hormigon/horche_12.jpg,Nuria Pedrero,,,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Galicia,A Coruña,O Porto de Espasante (Ortigueira),true,1506101,Residenciales en O Porto de Espasantes,15061,Privada,,false,Residencial,Sin uso,"Las imágenes de Google Maps tan solo muestra su estado hasta julio de 2013, pero algunas fuentes comentan que sigue a medio construir y abandonado. Además, mencionan que cerca de la zona figura un cartel de venta donde se informa que la obra fue proyectada en 2010 y el aspecto que iba a tener la urbanización. Por el momento no se conoce más información.","Leira Igrexa, 15339",43.7189648,-7.8056696,"https://www.google.com/maps/@43.7189648,-7.8056696,3a,75y,353.25h,96.99t/data=!3m6!1e1!3m4!1s3wMt2RY-tTYZgKSxbNceRA!2e0!7i13312!8i6656?hl=es",https://rtve.es/contenidos/fotos/datos/2023/hormigon/espasante_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/espasante_12.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/espasante_13.jpg,,Águeda Bejarano,Previo al lanzamiento del proyecto
,Castilla-La Mancha,Cuenca,Cuenca,true,1607801,Sede CEOE Cepyme,16078,Privada,,false,Otros,Sin uso,"Será la futura sede de CEOE Cepyme Cuenca, pero el proyecto lleva parado más de diez años, según explicaba el <a href=""https://ayuntamiento.cuenca.es/noticia/el-pleno-aprueba-la-cesion-de-la-propiedad-de-la-parcela-para-finalizar-el-edificio-de-ceoe-cepyme-cuenca"" target=""_blank"">propio Ayuntamiento de Cuenca</a>. El presidente de CEOE CEPYME en Cuenca, David Peña, asegura que finalizar el edificio les costará ""700.000 euros"", según lo recogido por <a href=""https://www.vocesdecuenca.com/cuenca/ceoe-cepyme-no-entiende-la-demanda-de-ccoo-en-relacion-a-su-nueva-sede-nadie-nos-regala-nada/"" target=""_blank""><i>Voces de Cuenca</i></a>. El sindicato CCOO ha interpuesto una demanda a la cesión por parte del Ayuntamiento de Cuenca del 50% del esqueleto del edificio que hay proyectado en la Ronda Oeste.","Carretera Ronda Oeste, 16004",40.0555117,-2.1305344,"https://www.google.com/maps/@40.0555117,-2.1305344,3a,75y,5.22h,102.5t/data=!3m6!1e1!3m4!1ssQ9U1NfLwYcvYgK8A5240g!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/cuenca_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/cuenca_12.jpg,,,,Manuel Pozo,Previo al lanzamiento del proyecto
,Región de Murcia,Región de Murcia,Abarán,true,3000201,Torre Lucas Abarán,30002,Privada,,false,Comercial/ocio,Sin uso,"Conocida como Torre Lucas, está junto a un polígono industrial a las afueras de Abarán que ha crecido parcialmente en los últimos años. Según explican en el <a href=""https://espanabizarra.tumblr.com/post/95362939411/torre-lucas-abaran"" target=""_blank"">blog de <i>España Bizarra</i></a>, iba a ser un edificio de oficinas que empezó a construirse en 2006 y que nunca se estrenó. Las imágenes de Google Maps muestran que desde 2011 parece terminado, aunque se han reportado robos en sus instalaciones. Por el momento no dispone de más información.","RM-403, 30559",38.2163412,-1.3547732,"https://www.google.com/maps/@38.2163412,-1.3547732,3a,75y,127h,98t/data=!3m6!1e1!3m4!1sw7ZG_ZYxi1SmY1qlnnrbDQ!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/abaran_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/abaran_12.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/abaran_13.jpg,,Andrea Vionescu,Previo al lanzamiento del proyecto
